,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,Year,Month,prone_to_calamity,price
28086,for_sale,3,2,0.14,Northampton,Massachusetts,1062,1728,5/30/2003,2003,May,0,499000
28089,for_sale,3,1,0.8,Easthampton,Massachusetts,1027,1040,7/21/2006,2006,July,1,309000
28093,for_sale,13,7,0.2,Adams,Massachusetts,1220,4233,9/15/2008,2008,September,0,324900
28100,for_sale,4,2,0.56,Granby,Massachusetts,1033,1523,9/19/2007,2007,September,0,324900
28102,for_sale,2,2,0.51,Granby,Massachusetts,1033,2000,12/13/2001,2001,December,0,397000
28106,for_sale,3,2,0.54,Granby,Massachusetts,1033,1336,8/2/2019,2019,August,0,325000
28114,for_sale,3,2,0.53,Granby,Massachusetts,1033,880,3/19/2018,2018,March,0,299900
28116,for_sale,4,5,1.02,Granby,Massachusetts,1033,2396,1/9/2015,2015,January,0,500000
28124,for_sale,4,2,0.59,Hadley,Massachusetts,1035,2394,6/8/2018,2018,June,0,439500
28129,for_sale,5,4,0.72,Hadley,Massachusetts,1035,4468,1/6/1998,1998,January,0,995000
28130,for_sale,4,5,7.81,Hadley,Massachusetts,1035,7000,8/6/1997,1997,August,0,1295000
28298,for_sale,3,3,1.4,Buckland,Massachusetts,1339,2234,7/29/2005,2005,July,0,349900
28300,for_sale,3,1,0.09,Springfield,Massachusetts,1104,1303,8/27/1998,1998,August,1,150000
28307,for_sale,9,3,0.13,Springfield,Massachusetts,1104,3511,6/2/2005,2005,June,1,199900
28309,for_sale,4,8,12.1,Worthington,Massachusetts,1098,14240,10/5/2001,2001,October,0,2995000
28339,for_sale,1,1,0.47,Cummington,Massachusetts,1026,608,10/25/2019,2019,October,0,160000
28341,for_sale,1,1,5.46,Cummington,Massachusetts,1026,600,5/5/2021,2021,May,0,144000
28344,for_sale,3,1,0.17,Pittsfield,Massachusetts,1201,1180,12/6/2005,2005,December,1,139900
28345,for_sale,3,2,0.16,Pittsfield,Massachusetts,1201,1352,11/21/2001,2001,November,1,209000
28347,for_sale,2,2,0.92,Whately,Massachusetts,1093,1723,9/25/1997,1997,September,0,389900
28350,for_sale,4,3,3.8,Sunderland,Massachusetts,1375,2768,7/17/2009,2009,July,0,459900
28352,for_sale,3,1,0.31,Pittsfield,Massachusetts,1201,1152,6/28/2000,2000,June,1,231500
28353,for_sale,3,2,0.5,Cheshire,Massachusetts,1225,1756,9/14/1993,1993,September,0,324900
28354,for_sale,2,1,3,Savoy,Massachusetts,1256,980,9/20/2006,2006,September,0,149900
28355,for_sale,4,2,17.84,Huntington,Massachusetts,1050,2196,9/8/2014,2014,September,0,380000
28356,for_sale,5,3,0.15,Pittsfield,Massachusetts,1201,2549,12/1/1997,1997,December,1,225000
28359,for_sale,4,2,0.21,Pittsfield,Massachusetts,1201,1200,7/28/2005,2005,July,1,209900
28362,for_sale,9,6,0.19,Adams,Massachusetts,1220,5364,6/25/1998,1998,June,0,399900
28363,for_sale,3,3,0.52,Cheshire,Massachusetts,1225,2191,12/3/2007,2007,December,0,355000
28364,for_sale,3,2,0.14,Northampton,Massachusetts,1062,1728,5/30/2003,2003,May,0,499000
28366,for_sale,3,1,0.4,Williamsburg,Massachusetts,1096,1529,4/30/2015,2015,April,0,265000
28367,for_sale,3,2,0.12,Northampton,Massachusetts,1060,1531,5/1/2009,2009,May,0,489900
28368,for_sale,4,3,0.41,Easthampton,Massachusetts,1027,2590,10/1/2003,2003,October,1,579900
28371,for_sale,4,3,0.46,Pittsfield,Massachusetts,1201,2908,12/1/2010,2010,December,1,629900
28374,for_sale,13,7,0.2,Adams,Massachusetts,1220,4233,9/15/2008,2008,September,0,324900
28376,for_sale,3,1,0.8,Easthampton,Massachusetts,1027,1040,7/21/2006,2006,July,1,309000
28378,for_sale,2,2,0.28,Adams,Massachusetts,1220,1206,10/28/2011,2011,October,0,159900
28389,for_sale,4,4,1.5,Pelham,Massachusetts,1002,4366,7/12/1996,1996,July,0,875000
28413,for_sale,3,2,1.76,Agawam,Massachusetts,1001,1968,9/19/2008,2008,September,1,199999
28432,for_sale,3,2,2.99,Otis,Massachusetts,1253,2372,10/6/1993,1993,October,0,400000
28525,for_sale,3,2,2.99,Otis,Massachusetts,1253,2372,10/6/1993,1993,October,0,400000
28569,for_sale,3,2,1.76,Agawam,Massachusetts,1001,1968,9/19/2008,2008,September,1,199999
28571,for_sale,2,1,0.29,Winchester,Connecticut,6098,1450,3/13/2015,2015,March,0,40000
28572,for_sale,3,2,0.21,Winchester,Connecticut,6098,1248,3/17/2004,2004,March,0,59900
28573,for_sale,4,3,3.35,Barkhamsted,Connecticut,6063,2626,1/4/2022,2022,January,0,556000
28580,for_sale,3,1,0.09,Springfield,Massachusetts,1104,1303,8/27/1998,1998,August,1,150000
28583,for_sale,3,1,0.39,Enfield,Connecticut,6082,1494,7/6/2015,2015,July,0,249900
28590,for_sale,5,3,13.8,Winchester,Connecticut,6098,2482,5/2/2005,2005,May,0,365000
28591,for_sale,3,2,0.16,Great Barrington,Massachusetts,1230,1500,3/1/1991,1991,March,0,429000
28595,for_sale,3,2,0.35,North Canaan,Connecticut,6018,1620,8/23/2011,2011,August,0,299000
28596,for_sale,14,15,2.4,Great Barrington,Massachusetts,1230,10302,6/12/2009,2009,June,0,1390000
28597,for_sale,5,4,2.06,Suffield,Connecticut,6078,3323,7/2/2018,2018,July,0,539000
28600,for_sale,9,9,1,Sheffield,Massachusetts,1257,5358,5/1/2001,2001,May,0,839000
28604,for_sale,3,3,2,Monterey,Massachusetts,1230,2482,1/7/2002,2002,January,0,699000
28605,for_sale,4,2,0.32,Windsor Locks,Connecticut,6096,1735,3/3/2014,2014,March,0,221000
28608,for_sale,3,3,0.12,Winchester,Connecticut,6098,838,1/27/2010,2010,January,0,735000
28627,for_sale,3,2,0.19,Winchester,Connecticut,6098,2005,7/19/2007,2007,July,0,175000
28629,for_sale,4,1,0.28,Enfield,Connecticut,6082,1152,4/17/2003,2003,April,0,165000
28634,for_sale,3,1,0.21,Winchester,Connecticut,6098,1595,10/17/2007,2007,October,0,140000
28636,for_sale,5,3,0.19,Great Barrington,Massachusetts,1230,2173,8/4/2004,2004,August,0,449797
28641,for_sale,5,3,0.12,Enfield,Connecticut,6082,3117,7/1/2014,2014,July,0,270000
28642,for_sale,3,2,1.26,Barkhamsted,Connecticut,6063,1584,7/24/2002,2002,July,0,389000
28643,for_sale,5,3,0.3,Enfield,Connecticut,6082,1772,8/15/2005,2005,August,0,294900
28646,for_sale,3,3,1,Norfolk,Connecticut,6058,2925,4/14/1988,1988,April,0,425000
28652,for_sale,4,4,9.3,Granville,Massachusetts,1034,3164,12/16/1997,1997,December,0,799000
28655,for_sale,4,4,1.56,Suffield,Connecticut,6078,3275,10/17/2002,2002,October,0,699900
28658,for_sale,5,3,46.28,Colebrook,Connecticut,6021,3307,12/5/2000,2000,December,0,1095000
28672,for_sale,5,3,1.97,North Canaan,Connecticut,6018,3058,10/1/2001,2001,October,0,399000
28674,for_sale,2,1,0.16,Winchester,Connecticut,6098,500,10/16/2017,2017,October,0,169900
28677,for_sale,4,3,1.34,Granby,Connecticut,6060,2967,12/2/2002,2002,December,0,485000
28682,for_sale,3,1,0.14,Winchester,Connecticut,6098,1170,4/29/2021,2021,April,0,279000
28685,for_sale,3,2,0.23,Winchester,Connecticut,6098,1346,7/28/2008,2008,July,0,225000
28687,for_sale,3,1,0.69,Southampton,Massachusetts,1073,1200,7/10/2000,2000,July,0,300000
28690,for_sale,3,2,4.1,Sheffield,Massachusetts,1222,1900,6/23/2003,2003,June,0,575000
28692,for_sale,5,4,0.53,Agawam,Massachusetts,1030,2094,7/31/1996,1996,July,1,439900
28693,for_sale,6,6,0.76,Longmeadow,Massachusetts,1106,3902,6/1/1986,1986,June,0,869000
28697,for_sale,4,2,0.1,Springfield,Massachusetts,1104,2160,3/2/1988,1988,March,1,239999
28699,for_sale,3,3,5.2,Great Barrington,Massachusetts,1230,2900,5/11/2006,2006,May,0,2100000
28702,for_sale,4,3,1.2,Suffield,Connecticut,6078,3590,5/30/2014,2014,May,0,749999
28705,for_sale,6,4,0.19,Enfield,Connecticut,6082,1664,12/31/2002,2002,December,0,174900
28706,for_sale,3,3,6.92,Barkhamsted,Connecticut,6063,2462,1/4/2022,2022,January,0,493000
28712,for_sale,3,1,0.06,Enfield,Connecticut,6082,1209,8/5/2021,2021,August,0,189900
28714,for_sale,4,6,4.13,Winchester,Connecticut,6098,3448,12/18/2001,2001,December,0,299900
28719,for_sale,2,1,1.02,Enfield,Connecticut,6082,1212,8/30/2000,2000,August,0,189900
28721,for_sale,3,1,0.11,Winchester,Connecticut,6098,1156,3/17/2006,2006,March,0,154500
28723,for_sale,4,4,2.41,Granby,Connecticut,6060,3394,6/7/2000,2000,June,0,550000
28725,for_sale,4,3,6.67,Granby,Connecticut,6035,2166,6/13/2003,2003,June,0,357500
28726,for_sale,6,6,40.1,Norfolk,Connecticut,6058,7268,1/25/1994,1994,January,0,1745000
28727,for_sale,3,1,0.8,Windsor Locks,Connecticut,6096,1256,6/2/2010,2010,June,0,245900
28733,for_sale,3,3,0.45,Agawam,Massachusetts,1001,2314,6/25/2014,2014,June,1,525000
28734,for_sale,1,1,2.23,Sandisfield,Massachusetts,1255,5104,12/12/2008,2008,December,0,349000
28736,for_sale,4,4,2.31,Canton,Connecticut,6019,2652,5/9/2019,2019,May,0,649900
28740,for_sale,4,3,0.69,Simsbury,Connecticut,6070,2126,6/30/2015,2015,June,0,475000
28742,for_sale,7,7,24.35,New Marlborough,Massachusetts,1259,6200,11/12/2004,2004,November,0,3250000
28743,for_sale,4,4,1.3,Sheffield,Massachusetts,1257,5005,10/17/2000,2000,October,0,729000
28744,for_sale,4,3,0.87,Longmeadow,Massachusetts,1106,2501,12/1/1979,1979,December,0,649000
28748,for_sale,6,2,0.1,Springfield,Massachusetts,1109,1728,1/7/2004,2004,January,1,250000
28765,for_sale,10,5,0.19,Pittsfield,Massachusetts,1201,4260,2/11/2002,2002,February,1,229000
28806,for_sale,3,1,0.31,Pittsfield,Massachusetts,1201,1892,6/7/2002,2002,June,1,124900
28807,for_sale,6,2,0.57,Hinsdale,Massachusetts,1235,2979,6/1/1993,1993,June,0,109900
28808,for_sale,3,3,1.4,Buckland,Massachusetts,1339,2234,7/29/2005,2005,July,0,349900
28810,for_sale,4,8,12.1,Worthington,Massachusetts,1098,14240,10/5/2001,2001,October,0,2995000
28820,for_sale,3,1,0.21,Pittsfield,Massachusetts,1201,1746,7/24/1987,1987,July,1,224900
28826,for_sale,7,4,0.4,Adams,Massachusetts,1220,2992,7/24/2007,2007,July,0,254900
28856,for_sale,2,1,0.22,Pittsfield,Massachusetts,1201,1175,6/30/1999,1999,June,1,169900
28863,for_sale,5,3,0.1,Pittsfield,Massachusetts,1201,2027,1/18/2008,2008,January,1,149900
28867,for_sale,2,2,0.24,Pittsfield,Massachusetts,1201,1044,6/21/1991,1991,June,1,264999
28869,for_sale,3,2,0.22,Easthampton,Massachusetts,1027,2037,11/20/2008,2008,November,1,299900
28871,for_sale,4,3,62,Plainfield,Massachusetts,1070,2650,2/10/2014,2014,February,1,649000
28873,for_sale,4,1,0.3,Adams,Massachusetts,1220,1360,12/26/1990,1990,December,0,395000
28875,for_sale,8,2,0.22,Pittsfield,Massachusetts,1201,3278,1/29/1999,1999,January,1,289000
28889,for_sale,1,1,5.46,Cummington,Massachusetts,1026,600,5/5/2021,2021,May,0,144000
28894,for_sale,3,2,0.17,Dalton,Massachusetts,1226,1376,7/16/1987,1987,July,0,289900
28895,for_sale,20,18,0.71,Pittsfield,Massachusetts,1201,15096,11/17/2010,2010,November,1,239000
28904,for_sale,3,2,0.2,Pittsfield,Massachusetts,1201,1572,1/7/2011,2011,January,1,239900
28905,for_sale,4,5,7.81,Hadley,Massachusetts,1035,7000,8/6/1997,1997,August,0,1295000
28906,for_sale,8,8,0.23,Pittsfield,Massachusetts,1201,6120,3/2/1989,1989,March,1,539900
28908,for_sale,12,4,0.22,Pittsfield,Massachusetts,1201,4200,2/4/1993,1993,February,1,184900
28911,for_sale,3,1,0.24,Lanesborough,Massachusetts,1237,875,10/20/2006,2006,October,0,185000
28913,for_sale,4,1,46,Worthington,Massachusetts,1098,2180,10/22/1996,1996,October,0,750000
28914,for_sale,3,2,0.23,Pittsfield,Massachusetts,1201,1362,12/21/2005,2005,December,1,299999
28916,for_sale,3,2,0.75,Pittsfield,Massachusetts,1201,2190,12/17/2004,2004,December,1,459900
28918,for_sale,4,4,196.1,Lanesborough,Massachusetts,1237,3396,6/16/1999,1999,June,0,999000
28920,for_sale,5,4,58,Savoy,Massachusetts,1256,4685,10/17/1995,1995,October,0,975000
28922,for_sale,2,2,0.18,Pittsfield,Massachusetts,1201,1094,9/5/2007,2007,September,1,224900
28931,for_sale,2,1,0.34,Pittsfield,Massachusetts,1201,791,9/1/2006,2006,September,1,80000
28938,for_sale,2,1,0.36,Adams,Massachusetts,1220,1032,6/29/2005,2005,June,0,99000
28939,for_sale,4,2,1.3,Deerfield,Massachusetts,1373,2032,12/13/1993,1993,December,0,386000
28940,for_sale,3,2,0.11,Pittsfield,Massachusetts,1201,1122,7/12/2001,2001,July,1,110000
28941,for_sale,4,2,0.06,Pittsfield,Massachusetts,1201,1872,1/1/1981,1981,January,1,119900
28943,for_sale,2,1,0.15,Easthampton,Massachusetts,1027,1276,11/27/1996,1996,November,1,195000
28946,for_sale,3,2,0.3,Pittsfield,Massachusetts,1201,1260,1/29/1999,1999,January,1,250000
28949,for_sale,8,7,0.13,Adams,Massachusetts,1220,9516,7/6/1988,1988,July,0,369900
28950,for_sale,2,1,0.02,Adams,Massachusetts,1220,640,11/4/1988,1988,November,0,99900
28955,for_sale,4,2,0.36,Pittsfield,Massachusetts,1201,1610,10/22/2008,2008,October,1,279900
28956,for_sale,3,2,0.46,Pittsfield,Massachusetts,1201,1536,9/12/2005,2005,September,1,299900
28963,for_sale,5,2,0.38,Northampton,Massachusetts,1060,3364,5/22/1991,1991,May,0,689000
28965,for_sale,4,4,1.59,Deerfield,Massachusetts,1373,3444,5/17/2002,2002,May,0,799000
28966,for_sale,3,1,0.18,Pittsfield,Massachusetts,1201,1080,1/20/2006,2006,January,1,229900
28967,for_sale,10,4,0.13,Pittsfield,Massachusetts,1201,3736,10/1/2013,2013,October,1,475000
28981,for_sale,8,4,0.24,Pittsfield,Massachusetts,1201,3344,4/30/1992,1992,April,1,169000
28983,for_sale,4,1,0.77,Pittsfield,Massachusetts,1201,1644,2/3/2010,2010,February,1,269000
28984,for_sale,3,1,0.25,Adams,Massachusetts,1220,1105,10/29/1992,1992,October,0,199900
28987,for_sale,1,1,0.25,Adams,Massachusetts,1220,766,6/9/2006,2006,June,0,139900
28988,for_sale,4,2,0.2,Adams,Massachusetts,1220,1846,10/2/2009,2009,October,0,275000
28989,for_sale,1,1,0.29,Greenfield,Massachusetts,1301,640,3/1/1988,1988,March,0,184900
28993,for_sale,2,1,0.27,Greenfield,Massachusetts,1301,1200,2/17/2006,2006,February,0,235000
28995,for_sale,6,2,0.12,Pittsfield,Massachusetts,1201,2664,4/1/1980,1980,April,1,209000
28996,for_sale,3,2,0.25,Northampton,Massachusetts,1062,1609,6/29/2004,2004,June,0,425000
28997,for_sale,4,1,0.91,Easthampton,Massachusetts,1027,1404,9/23/2021,2021,September,1,349900
29005,for_sale,2,1,0.12,Pittsfield,Massachusetts,1201,841,10/31/1997,1997,October,1,189900
29008,for_sale,4,2,0.18,Northampton,Massachusetts,1060,2382,8/2/1990,1990,August,0,824900
29009,for_sale,5,5,2,Williamsburg,Massachusetts,1096,4476,6/30/2009,2009,June,0,1290000
29021,for_sale,3,2,0.23,Dalton,Massachusetts,1226,1452,7/6/2001,2001,July,0,159900
29022,for_sale,3,1,0.14,Dalton,Massachusetts,1226,1522,10/11/2005,2005,October,0,214900
29024,for_sale,3,2,0.16,Pittsfield,Massachusetts,1201,1809,11/8/2017,2017,November,1,249900
29025,for_sale,3,1,0.21,Adams,Massachusetts,1220,1632,5/7/2008,2008,May,0,170000
29034,for_sale,3,2,0.16,Pittsfield,Massachusetts,1201,1352,11/21/2001,2001,November,1,209000
29037,for_sale,3,3,0.17,Pittsfield,Massachusetts,1201,1326,3/29/2007,2007,March,1,265000
29038,for_sale,3,3,0.4,Easthampton,Massachusetts,1027,1916,1/25/2008,2008,January,1,449000
29039,for_sale,2,1,0.39,Pittsfield,Massachusetts,1201,720,12/29/2006,2006,December,1,219900
29040,for_sale,2,1,0.5,Northampton,Massachusetts,1062,1072,9/9/1999,1999,September,0,399999
29041,for_sale,5,4,0.72,Hadley,Massachusetts,1035,4468,1/6/1998,1998,January,0,995000
29042,for_sale,3,1,0.34,Easthampton,Massachusetts,1027,1248,1/6/2012,2012,January,1,350000
29049,for_sale,5,3,0.15,Pittsfield,Massachusetts,1201,2549,12/1/1997,1997,December,1,225000
29057,for_sale,3,2,6.53,Colebrook,Connecticut,6021,2532,5/13/2016,2016,May,0,339900
29059,for_sale,3,2,0.37,Windsor Locks,Connecticut,6096,1440,2/25/1998,1998,February,0,179900
29063,for_sale,7,3,0.24,Springfield,Massachusetts,1105,3727,12/28/2006,2006,December,1,24900
29064,for_sale,3,3,0.76,Enfield,Connecticut,6082,2142,5/30/2013,2013,May,0,499900
29066,for_sale,3,1,10.75,Sandisfield,Massachusetts,1255,1056,3/11/2008,2008,March,0,299000
29067,for_sale,13,12,2.62,Norfolk,Connecticut,6058,5988,8/30/2017,2017,August,0,875000
29068,for_sale,3,2,0.55,East Granby,Connecticut,6026,1470,9/1/1998,1998,September,0,254900
29069,for_sale,2,3,0.58,Suffield,Connecticut,6078,1902,5/5/1994,1994,May,0,280000
29070,for_sale,4,2,0.17,Enfield,Connecticut,6082,1655,12/28/2020,2020,December,0,199900
29071,for_sale,3,2,0.2,Great Barrington,Massachusetts,1230,1424,5/8/2003,2003,May,0,475000
29072,for_sale,6,2,0.13,Springfield,Massachusetts,1108,2580,8/14/2009,2009,August,1,249900
29074,for_sale,4,2,1.39,Suffield,Connecticut,6078,1482,7/25/2003,2003,July,0,300000
29075,for_sale,2,1,0.43,Winchester,Connecticut,6098,720,8/30/2019,2019,August,0,189000
29079,for_sale,4,3,0.61,Agawam,Massachusetts,1030,2857,7/31/2006,2006,July,1,589900
29081,for_sale,4,4,0.73,Windsor,Connecticut,6095,3434,8/2/1999,1999,August,0,558000
29082,for_sale,3,1,0.62,Granby,Connecticut,6035,1040,12/29/2021,2021,December,0,250000
29083,for_sale,4,3,0.57,Simsbury,Connecticut,6070,2022,5/31/1995,1995,May,0,400000
29085,for_sale,3,3,2.17,Granby,Connecticut,6060,2457,4/5/2021,2021,April,0,625000
29087,for_sale,6,2,0.11,Springfield,Massachusetts,1104,2016,11/21/2006,2006,November,1,259900
29088,for_sale,3,3,0.62,Suffield,Connecticut,6078,1461,4/8/2008,2008,April,0,310000
29089,for_sale,4,1,0.1,Springfield,Massachusetts,1107,1410,3/10/1989,1989,March,1,199919
29090,for_sale,4,3,100.5,Blandford,Massachusetts,1008,3063,8/29/2007,2007,August,0,1237542
29091,for_sale,5,3,1.66,Westfield,Massachusetts,1085,4296,6/2/2010,2010,June,0,670000
29097,for_sale,3,3,1,Enfield,Connecticut,6082,2010,1/6/2022,2022,January,0,495000
29099,for_sale,4,2,0.11,Springfield,Massachusetts,1109,1525,10/23/1991,1991,October,1,159900
29101,for_sale,4,3,1.14,Granby,Connecticut,6060,2203,3/29/1993,1993,March,0,375000
29105,for_sale,3,2,0.12,Simsbury,Connecticut,6081,1416,2/25/2019,2019,February,0,219900
29107,for_sale,3,3,0.79,East Windsor,Connecticut,6016,1885,1/25/1999,1999,January,0,369900
29108,for_sale,3,2,0.78,Simsbury,Connecticut,6070,1260,4/1/2015,2015,April,0,275000
29112,for_sale,3,4,3.75,Barkhamsted,Connecticut,6063,3482,12/12/2017,2017,December,0,539900
29114,for_sale,3,3,0.91,Simsbury,Connecticut,6070,1875,6/20/2005,2005,June,0,395000
29115,for_sale,3,1,0.32,Enfield,Connecticut,6082,1576,9/27/1990,1990,September,0,225000
29116,for_sale,3,2,0.12,Enfield,Connecticut,6082,1504,1/16/2003,2003,January,0,224900
29117,for_sale,3,2,0.8,Granby,Connecticut,6035,1574,11/22/1999,1999,November,0,324900
29118,for_sale,4,3,0.57,Simsbury,Connecticut,6070,2304,1/31/1994,1994,January,0,409000
29119,for_sale,4,3,2.11,Barkhamsted,Connecticut,6063,2626,1/4/2022,2022,January,0,569000
29120,for_sale,3,2,0.17,Longmeadow,Massachusetts,1106,2038,3/1/1978,1978,March,0,295000
29121,for_sale,3,2,0.29,Enfield,Connecticut,6082,1587,7/1/2015,2015,July,0,274900
29123,for_sale,3,2,0.12,Enfield,Connecticut,6082,1479,7/12/2016,2016,July,0,290000
29124,for_sale,3,2,0.22,Enfield,Connecticut,6082,1428,7/29/2019,2019,July,0,249900
29125,for_sale,4,3,0.46,Windsor,Connecticut,6095,1784,12/17/2014,2014,December,0,395000
29126,for_sale,3,3,1.03,Windsor,Connecticut,6095,1955,4/20/2006,2006,April,0,499900
29128,for_sale,4,5,1.53,Simsbury,Connecticut,6070,4715,8/21/2000,2000,August,0,799000
29129,for_sale,4,2,0.17,Chicopee,Massachusetts,1013,2030,12/30/1996,1996,December,1,195500
29130,for_sale,3,1,0.28,Enfield,Connecticut,6082,968,6/18/2018,2018,June,0,260000
29131,for_sale,3,2,0.29,Enfield,Connecticut,6082,1008,11/24/2009,2009,November,0,290000
29132,for_sale,5,2,0.28,Winchester,Connecticut,6098,2500,11/6/2020,2020,November,0,249500
29133,for_sale,3,1,0.35,Windsor Locks,Connecticut,6096,996,12/3/2021,2021,December,0,269900
29134,for_sale,3,2,0.56,Enfield,Connecticut,6082,1480,4/1/2016,2016,April,0,339999
29135,for_sale,6,2,0.24,Enfield,Connecticut,6082,2296,8/1/2005,2005,August,0,195000
29136,for_sale,5,4,3.4,Suffield,Connecticut,6078,3927,11/24/2014,2014,November,0,1350000
29137,for_sale,3,2,0.14,Enfield,Connecticut,6082,1456,8/27/2020,2020,August,0,295000
29142,for_sale,3,2,0.25,Holyoke,Massachusetts,1040,4620,12/12/1997,1997,December,1,215000
29143,for_sale,3,1,0.25,Winchester,Connecticut,6098,1594,5/13/2004,2004,May,0,178200
29145,for_sale,4,2,0.14,Springfield,Massachusetts,1109,1648,11/20/1979,1979,November,1,269900
29146,for_sale,3,1,3.87,West Springfield,Massachusetts,1089,1008,7/14/1989,1989,July,1,375000
29153,for_sale,4,2,0.41,Simsbury,Connecticut,6081,1609,5/17/2017,2017,May,0,339900
29154,for_sale,6,3,0.17,Springfield,Massachusetts,1108,3056,8/29/2002,2002,August,1,279000
29155,for_sale,3,2,0.48,East Granby,Connecticut,6026,1470,4/30/2019,2019,April,0,279900
29156,for_sale,5,4,0.34,Winchester,Connecticut,6098,2526,8/31/2006,2006,August,0,269900
29158,for_sale,3,3,2.7,Barkhamsted,Connecticut,6063,1434,2/25/2015,2015,February,0,249500
29159,for_sale,4,3,4.52,Suffield,Connecticut,6078,3589,11/1/2006,2006,November,0,979900
29161,for_sale,5,4,8.12,Winchester,Connecticut,6098,3075,5/31/2001,2001,May,0,1175000
29163,for_sale,2,2,0.11,Springfield,Massachusetts,1104,1224,7/30/2002,2002,July,1,225000
29164,for_sale,3,1,0.11,Westfield,Massachusetts,1085,1248,10/30/1998,1998,October,0,235000
29165,for_sale,3,1,0.15,Springfield,Massachusetts,1104,1080,5/27/2005,2005,May,1,227000
29168,for_sale,3,1,0.29,Enfield,Connecticut,6082,1008,9/17/1984,1984,September,0,200000
29169,for_sale,3,2,0.41,Enfield,Connecticut,6082,1200,12/4/1989,1989,December,0,324900
29173,for_sale,5,2,0.15,Chicopee,Massachusetts,1020,2316,9/28/2020,2020,September,1,289900
29179,for_sale,4,2,0.2,Pittsfield,Massachusetts,1201,1712,6/25/2009,2009,June,1,129900
29185,for_sale,9,3,0.2,Enfield,Connecticut,6082,2928,1/28/2013,2013,January,0,279500
29193,for_sale,3,1,0.3,Lanesborough,Massachusetts,1237,1750,11/27/2002,2002,November,0,200000
29198,for_sale,3,1,0.13,Adams,Massachusetts,1220,1642,6/30/2000,2000,June,0,115000
29199,for_sale,2,1,0.22,Hinsdale,Massachusetts,1235,706,3/28/1997,1997,March,0,249900
