,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,Year,Month,prone_to_calamity,price
44141,for_sale,3,3,1.08,Belchertown,Massachusetts,1007,2360,4/1/2009,2009,April,0,435000
44143,for_sale,3,4,0.44,Longmeadow,Massachusetts,1106,2025,5/13/2005,2005,May,0,394900
44146,for_sale,5,4,1.99,Wilbraham,Massachusetts,1095,6011,10/19/2007,2007,October,0,1150000
44147,for_sale,3,2,0.46,Enfield,Connecticut,6082,1236,1/15/2019,2019,January,0,289900
44149,for_sale,2,1,0.14,Springfield,Massachusetts,1118,1024,6/14/2004,2004,June,1,199900
44150,for_sale,4,2,0.62,Ludlow,Massachusetts,1056,1988,8/11/2016,2016,August,0,379900
44151,for_sale,4,1,0.22,East Longmeadow,Massachusetts,1028,1425,3/26/2013,2013,March,0,304900
44152,for_sale,6,4,0.16,Chicopee,Massachusetts,1020,2844,12/30/2019,2019,December,1,300000
44153,for_sale,4,3,0.9,Wilbraham,Massachusetts,1095,2507,8/1/2005,2005,August,0,475000
44154,for_sale,3,2,0.16,Springfield,Massachusetts,1108,1181,6/15/2021,2021,June,1,244900
44155,for_sale,4,3,0.79,Suffield,Connecticut,6078,2491,10/31/1995,1995,October,0,519900
44156,for_sale,4,4,0.44,Springfield,Massachusetts,1128,2032,3/19/2010,2010,March,1,429900
44159,for_sale,3,2,0.63,Enfield,Connecticut,6082,1308,10/13/2021,2021,October,0,269900
44160,for_sale,3,2,0.16,Springfield,Massachusetts,1104,1284,8/26/2011,2011,August,1,240000
44162,for_sale,4,2,0.58,Longmeadow,Massachusetts,1106,1662,5/7/2004,2004,May,0,459900
44171,for_sale,5,3,0.32,Belchertown,Massachusetts,1007,1850,12/14/2012,2012,December,0,299900
44173,for_sale,4,2,3.25,Ware,Massachusetts,1082,2200,5/8/1991,1991,May,0,399000
44178,for_sale,4,4,1.38,Suffield,Connecticut,6078,4089,11/1/2002,2002,November,0,827000
44181,for_sale,3,1,0.23,Springfield,Massachusetts,1118,1234,2/24/2017,2017,February,1,270000
44182,for_sale,4,5,0.26,East Longmeadow,Massachusetts,1028,4122,1/24/2003,2003,January,0,674444
44183,for_sale,3,2,0.11,Springfield,Massachusetts,1109,1056,7/29/1998,1998,July,1,219900
44185,for_sale,4,2,0.13,Springfield,Massachusetts,1108,1690,5/20/1986,1986,May,1,239999
44187,for_sale,4,2,0.15,Palmer,Massachusetts,1069,1922,9/20/2021,2021,September,0,189000
44188,for_sale,3,2,0.54,Granby,Massachusetts,1033,1336,8/2/2019,2019,August,0,325000
44189,for_sale,3,3,0.98,Somers,Connecticut,6071,1404,7/9/2019,2019,July,0,349900
44190,for_sale,3,2,0.53,Granby,Massachusetts,1033,880,3/19/2018,2018,March,0,299900
44192,for_sale,4,2,0.69,Enfield,Connecticut,6082,1974,8/18/2017,2017,August,0,375000
44194,for_sale,3,2,0.14,Springfield,Massachusetts,1151,1799,12/14/2021,2021,December,1,299000
44195,for_sale,3,1,0.34,Enfield,Connecticut,6082,1008,10/30/2017,2017,October,0,225000
44197,for_sale,4,2,0.11,Chicopee,Massachusetts,1013,1872,8/20/2004,2004,August,1,259900
44198,for_sale,4,3,0.11,Springfield,Massachusetts,1108,1728,11/4/2011,2011,November,1,265000
44206,for_sale,6,2,0.56,West Brookfield,Massachusetts,1585,2976,7/28/1998,1998,July,0,289900
44212,for_sale,4,2,0.35,Ware,Massachusetts,1082,1965,7/9/2004,2004,July,0,205000
44213,for_sale,4,1,0.85,Ware,Massachusetts,1082,1921,6/17/2005,2005,June,0,234900
44215,for_sale,2,2,0.23,South Hadley,Massachusetts,1075,1210,5/21/2004,2004,May,0,199900
44217,for_sale,2,1,0.45,Somers,Connecticut,6071,846,9/17/2013,2013,September,0,189900
44220,for_sale,3,1,0.8,East Longmeadow,Massachusetts,1028,1196,10/24/2019,2019,October,0,259000
44222,for_sale,3,1,0.12,Barre,Massachusetts,1005,1175,12/13/1996,1996,December,0,273900
44225,for_sale,3,2,0.11,Springfield,Massachusetts,1108,1902,9/20/1983,1983,September,1,249900
44226,for_sale,2,2,0.46,East Longmeadow,Massachusetts,1028,1174,12/17/2001,2001,December,0,299000
44227,for_sale,5,2,0.11,Springfield,Massachusetts,1108,1634,10/12/2021,2021,October,1,269000
44228,for_sale,4,3,0.39,Longmeadow,Massachusetts,1106,2584,7/3/2000,2000,July,0,529900
44229,for_sale,3,3,0.14,Holyoke,Massachusetts,1040,1978,6/24/2009,2009,June,1,289000
44232,for_sale,3,2,0.36,Agawam,Massachusetts,1001,1276,10/12/2012,2012,October,1,289900
44233,for_sale,4,2,0.23,Ludlow,Massachusetts,1056,1420,9/21/1988,1988,September,0,315000
44238,for_sale,2,2,0.69,Sturbridge,Massachusetts,1518,1297,6/30/1997,1997,June,0,589000
44239,for_sale,5,2,0.64,Suffield,Connecticut,6078,1894,9/14/2015,2015,September,0,445000
44240,for_sale,3,1,0.26,Springfield,Massachusetts,1129,1103,11/20/1986,1986,November,1,259900
44243,for_sale,4,3,1.38,Somers,Connecticut,6071,2532,12/31/2002,2002,December,0,589900
44245,for_sale,3,2,0.41,Longmeadow,Massachusetts,1106,1817,1/17/1997,1997,January,0,449900
44248,for_sale,4,3,0.39,Longmeadow,Massachusetts,1106,3264,11/25/2009,2009,November,0,699900
44249,for_sale,5,2,0.17,Enfield,Connecticut,6082,1980,12/17/2019,2019,December,0,289000
44253,for_sale,3,2,1.34,Willington,Connecticut,6279,960,5/1/2015,2015,May,0,170000
44254,for_sale,7,3,0.11,Springfield,Massachusetts,1109,3035,8/20/1978,1978,August,1,70000
44256,for_sale,2,1,0.35,Brimfield,Massachusetts,1010,814,1/16/2004,2004,January,0,164900
44257,for_sale,4,4,5.29,Wilbraham,Massachusetts,1095,5042,6/18/2009,2009,June,0,465000
44259,for_sale,2,1,1.09,Stafford,Connecticut,6076,1106,7/29/2010,2010,July,0,200000
44260,for_sale,1,1,1.63,Wilbraham,Massachusetts,1095,996,11/4/1996,1996,November,0,199000
44262,for_sale,2,1,0.11,Springfield,Massachusetts,1119,744,2/25/1999,1999,February,1,130000
44269,for_sale,1,1,0.09,East Longmeadow,Massachusetts,1028,793,8/10/2001,2001,August,0,129000
44274,for_sale,3,2,0.73,Enfield,Connecticut,6082,972,8/18/2006,2006,August,0,224000
44276,for_sale,4,4,4.19,Stafford,Connecticut,6076,2166,10/23/2003,2003,October,0,285000
44278,for_sale,5,6,8,Monson,Massachusetts,1057,6900,7/24/2017,2017,July,0,999900
44281,for_sale,3,2,0.46,Agawam,Massachusetts,1001,1476,11/20/1986,1986,November,1,384900
44283,for_sale,4,3,2.2,Somers,Connecticut,6071,4223,3/19/1998,1998,March,0,699900
44285,for_sale,4,3,0.28,East Longmeadow,Massachusetts,1028,2500,6/21/2019,2019,June,0,399000
44286,for_sale,3,1,0.73,Palmer,Massachusetts,1069,1250,6/12/1987,1987,June,0,269900
44287,for_sale,3,2,0.5,Springfield,Massachusetts,1128,1520,2/20/1985,1985,February,1,339900
44289,for_sale,3,2,0.94,Ellington,Connecticut,6029,1939,6/16/2021,2021,June,0,469900
44292,for_sale,3,1,0.15,Chicopee,Massachusetts,1020,1170,1/3/2008,2008,January,1,219000
44294,for_sale,3,2,0.18,Enfield,Connecticut,6082,1170,3/10/1995,1995,March,0,229900
44295,for_sale,3,4,5.93,Brimfield,Massachusetts,1010,5500,4/1/1993,1993,April,0,899900
44296,for_sale,2,1,0.26,Enfield,Connecticut,6082,1078,8/28/2014,2014,August,0,249900
44297,for_sale,4,1,0.11,Enfield,Connecticut,6082,1260,10/30/2015,2015,October,0,199900
44299,for_sale,4,3,0.22,Springfield,Massachusetts,1118,2734,1/28/2013,2013,January,1,435000
44301,for_sale,4,2,0.49,Amherst,Massachusetts,1002,1814,6/30/1997,1997,June,0,415000
44305,for_sale,3,2,0.27,Chicopee,Massachusetts,1013,1265,10/18/2000,2000,October,1,259900
44314,for_sale,4,2,0.18,Springfield,Massachusetts,1119,1596,9/16/2005,2005,September,1,279900
44325,for_sale,3,1,0.17,Springfield,Massachusetts,1109,1085,1/21/2022,2022,January,1,219900
44326,for_sale,4,4,0.91,South Hadley,Massachusetts,1075,2420,10/9/2012,2012,October,0,547500
44327,for_sale,3,2,0.16,Amherst,Massachusetts,1002,1280,8/19/2021,2021,August,0,275000
44328,for_sale,3,1,0.29,Enfield,Connecticut,6082,1008,3/11/2003,2003,March,0,239900
44339,for_sale,4,2,0.96,Stafford,Connecticut,6076,1426,8/6/2020,2020,August,0,229900
44340,for_sale,3,2,0.2,Chicopee,Massachusetts,1020,1584,9/18/2020,2020,September,1,299900
44341,for_sale,4,3,0.13,Springfield,Massachusetts,1109,1625,11/14/2005,2005,November,1,235000
44345,for_sale,8,6,0.13,Springfield,Massachusetts,1108,8369,12/31/2013,2013,December,1,445000
44346,for_sale,3,2,0.3,Enfield,Connecticut,6082,1168,3/16/2017,2017,March,0,234900
44355,for_sale,3,3,0.39,Enfield,Connecticut,6082,1234,4/22/2020,2020,April,0,339900
44356,for_sale,3,2,0.25,Springfield,Massachusetts,1109,1300,4/20/1978,1978,April,1,314458
44357,for_sale,3,2,0.11,Springfield,Massachusetts,1108,1542,10/10/2003,2003,October,1,269900
44359,for_sale,4,2,0.11,Springfield,Massachusetts,1104,1742,3/27/1998,1998,March,1,289900
44360,for_sale,5,3,0.12,Springfield,Massachusetts,1119,1782,9/28/2010,2010,September,1,279900
44361,for_sale,3,2,0.23,Springfield,Massachusetts,1118,1369,5/23/1996,1996,May,1,265000
44363,for_sale,4,2,0.17,Holyoke,Massachusetts,1040,2094,8/13/2003,2003,August,1,299987
44368,for_sale,5,4,0.48,Longmeadow,Massachusetts,1106,3657,4/22/2002,2002,April,0,825000
44369,for_sale,3,2,0.11,Springfield,Massachusetts,1108,1586,11/5/2020,2020,November,1,250000
44372,for_sale,5,2,0.06,Enfield,Connecticut,6082,1824,1/13/2022,2022,January,0,229900
44374,for_sale,4,2,0.16,Chicopee,Massachusetts,1020,1280,9/11/2020,2020,September,1,375000
44375,for_sale,3,2,0.18,Springfield,Massachusetts,1118,1392,4/7/2006,2006,April,1,299000
44384,for_sale,3,3,2,Monson,Massachusetts,1057,2934,9/30/2005,2005,September,0,239900
44385,for_sale,4,2,0.06,Springfield,Massachusetts,1105,1194,4/17/1992,1992,April,1,199999
44387,for_sale,3,2,0.36,Stafford,Connecticut,6076,1248,5/19/2016,2016,May,0,240000
44389,for_sale,3,2,0.28,Enfield,Connecticut,6082,1696,12/15/2000,2000,December,0,269900
44390,for_sale,5,3,1.73,Hampden,Massachusetts,1036,2354,12/30/1987,1987,December,0,399900
44391,for_sale,3,2,0.17,Springfield,Massachusetts,1118,1442,8/3/2012,2012,August,1,259900
44393,for_sale,4,2,0.56,Granby,Massachusetts,1033,1523,9/19/2007,2007,September,0,324900
44394,for_sale,3,2,1.03,Enfield,Connecticut,6082,1414,2/4/2022,2022,February,0,279900
44395,for_sale,5,3,0.75,Hampden,Massachusetts,1036,2996,8/25/2017,2017,August,0,449000
44396,for_sale,2,2,0.29,Enfield,Connecticut,6082,1056,10/10/2012,2012,October,0,199900
44397,for_sale,4,4,1.52,Brimfield,Massachusetts,1010,3408,3/30/2005,2005,March,0,559000
44398,for_sale,3,2,0.21,Springfield,Massachusetts,1118,1508,9/1/2017,2017,September,1,309900
44400,for_sale,2,1,0.28,Chicopee,Massachusetts,1013,1207,11/29/2011,2011,November,1,240000
44401,for_sale,4,3,0.3,Enfield,Connecticut,6082,1804,7/9/2004,2004,July,0,299000
44403,for_sale,2,1,0.4,South Hadley,Massachusetts,1075,1034,2/28/1996,1996,February,0,224900
44408,for_sale,4,2,0.19,Enfield,Connecticut,6082,1982,1/19/2022,2022,January,0,269900
44409,for_sale,3,2,0.92,Wilbraham,Massachusetts,1095,1840,4/26/2013,2013,April,0,400000
44413,for_sale,4,3,2.52,Wilbraham,Massachusetts,1095,2960,10/5/2005,2005,October,0,650000
44417,for_sale,2,2,0.05,Chicopee,Massachusetts,1013,1200,6/12/2002,2002,June,1,275000
44419,for_sale,3,1,0.32,Springfield,Massachusetts,1119,1082,12/21/2016,2016,December,1,275000
44420,for_sale,4,4,0.25,Palmer,Massachusetts,1069,2492,10/11/2005,2005,October,0,250000
44421,for_sale,6,3,0.14,West Springfield,Massachusetts,1089,2673,11/28/2006,2006,November,1,389999
44425,for_sale,3,1,1.41,Hardwick,Massachusetts,1031,1092,12/8/1989,1989,December,0,269900
44428,for_sale,3,2,0.11,Ludlow,Massachusetts,1056,2240,10/3/2000,2000,October,0,299500
44429,for_sale,6,2,0.14,Enfield,Connecticut,6082,2676,10/31/2003,2003,October,0,166259
44430,for_sale,4,2,0.14,Springfield,Massachusetts,1104,1399,7/9/2007,2007,July,1,225000
44431,for_sale,4,3,1.1,Sturbridge,Massachusetts,1518,2590,9/11/2003,2003,September,0,584900
44432,for_sale,6,2,0.14,Springfield,Massachusetts,1108,2508,12/17/2009,2009,December,1,190000
44434,for_sale,2,1,0.38,East Longmeadow,Massachusetts,1028,988,4/28/2005,2005,April,0,279000
44435,for_sale,3,2,0.64,Wilbraham,Massachusetts,1095,1826,7/2/2007,2007,July,0,350000
44438,for_sale,1,1,0.31,Belchertown,Massachusetts,1007,640,8/3/2000,2000,August,0,215000
44439,for_sale,3,1,0.41,Springfield,Massachusetts,1118,1100,6/30/2000,2000,June,1,250000
44440,for_sale,4,3,0.12,Springfield,Massachusetts,1104,1360,3/31/2014,2014,March,1,284999
44442,for_sale,3,1,0.22,Springfield,Massachusetts,1129,1040,5/24/2005,2005,May,1,249900
44443,for_sale,3,2,0.23,East Longmeadow,Massachusetts,1028,1259,5/10/2019,2019,May,0,249900
44444,for_sale,5,2,0.23,Enfield,Connecticut,6082,1918,8/31/2012,2012,August,0,275000
44447,for_sale,4,2,0.3,South Hadley,Massachusetts,1075,2112,5/24/2001,2001,May,0,295000
44449,for_sale,5,2,0.13,Springfield,Massachusetts,1108,2652,4/12/2013,2013,April,1,285000
44450,for_sale,6,2,0.23,Holyoke,Massachusetts,1040,2399,9/5/2017,2017,September,1,339000
44452,for_sale,4,3,1.1,Wilbraham,Massachusetts,1095,2628,6/22/2007,2007,June,0,569000
44456,for_sale,2,1,0.19,Springfield,Massachusetts,1118,1024,2/26/2016,2016,February,1,239000
44457,for_sale,3,4,3.04,Amherst,Massachusetts,1002,2074,6/21/2006,2006,June,0,975000
44458,for_sale,4,4,0.69,Longmeadow,Massachusetts,1106,3562,5/27/1993,1993,May,0,649900
44460,for_sale,4,1,0.23,Ludlow,Massachusetts,1056,1740,10/31/2005,2005,October,0,324900
44461,for_sale,4,4,0.62,Longmeadow,Massachusetts,1106,2712,4/19/2016,2016,April,0,699900
44462,for_sale,3,3,0.69,Longmeadow,Massachusetts,1106,3704,10/8/1997,1997,October,0,674900
44464,for_sale,8,2,0.1,West Brookfield,Massachusetts,1585,2332,1/31/2006,2006,January,0,289000
44465,for_sale,3,3,2.9,Monson,Massachusetts,1057,2700,10/20/2008,2008,October,0,799900
44466,for_sale,3,1,0.09,Springfield,Massachusetts,1104,1303,8/27/1998,1998,August,1,150000
44471,for_sale,6,3,2.56,Vernon,Vermont,5354,3108,10/26/2010,2010,October,0,515000
44472,for_sale,9,3,0.13,Springfield,Massachusetts,1104,3511,6/2/2005,2005,June,1,199900
44508,for_sale,4,2,0.27,Springfield,Massachusetts,1119,2104,2/12/1999,1999,February,1,259799
44509,for_sale,4,2,2,Pelham,Massachusetts,1002,1607,7/25/2005,2005,July,0,419000
44552,for_sale,5,2,0.13,Holyoke,Massachusetts,1040,1924,10/15/2001,2001,October,1,175000
44592,for_sale,3,2,0.25,Holyoke,Massachusetts,1040,1637,6/26/2002,2002,June,1,174900
44597,for_sale,4,2,0.13,Springfield,Massachusetts,1151,1644,6/20/1987,1987,June,1,229900
44602,for_sale,3,1,0.69,Southampton,Massachusetts,1073,1200,7/10/2000,2000,July,0,300000
44603,for_sale,3,2,0.22,Easthampton,Massachusetts,1027,2037,11/20/2008,2008,November,1,299900
44604,for_sale,4,4,0.23,Ware,Massachusetts,1082,2145,3/5/1990,1990,March,0,180000
44608,for_sale,4,5,3.97,Barre,Massachusetts,1005,5023,6/24/1988,1988,June,0,849900
44610,for_sale,4,2,0.08,Ware,Massachusetts,1082,1884,10/25/2000,2000,October,0,169900
44612,for_sale,4,2,0.1,Springfield,Massachusetts,1104,2160,3/2/1988,1988,March,1,239999
44615,for_sale,5,2,1.85,South Hadley,Massachusetts,1075,4510,2/1/2005,2005,February,0,759000
44639,for_sale,5,2,1.27,Orange,Massachusetts,1364,1495,4/29/2011,2011,April,0,160000
44640,for_sale,4,1,4,Winchendon,Massachusetts,1475,2442,8/20/2002,2002,August,0,350000
44644,for_sale,3,3,0.34,Palmer,Massachusetts,1069,3390,1/25/2002,2002,January,0,480000
44647,for_sale,3,4,1.4,Wilbraham,Massachusetts,1095,4936,5/15/2009,2009,May,0,1249000
44649,for_sale,4,2,0.11,Holyoke,Massachusetts,1040,1989,7/10/1992,1992,July,1,239900
44650,for_sale,2,2,6,Leverett,Massachusetts,1054,1779,5/29/1997,1997,May,0,389900
44652,for_sale,4,1,0.24,Ludlow,Massachusetts,1056,1173,7/14/2017,2017,July,0,289900
44653,for_sale,1,2,0.53,Greenfield,Massachusetts,1301,3792,9/24/2008,2008,September,0,299900
44654,for_sale,3,3,1.2,Palmer,Massachusetts,1069,2370,12/13/2005,2005,December,0,465000
44667,for_sale,6,2,0.11,Springfield,Massachusetts,1104,2016,11/21/2006,2006,November,1,259900
44671,for_sale,3,1,38.88,Orange,Massachusetts,1364,3187,2/11/1987,1987,February,0,975000
44676,for_sale,3,2,0.05,Holyoke,Massachusetts,1040,1644,1/18/2018,2018,January,1,139000
44681,for_sale,4,2,0.11,Springfield,Massachusetts,1109,1525,10/23/1991,1991,October,1,159900
44685,for_sale,3,2,0.55,Springfield,Massachusetts,1151,1365,10/20/1979,1979,October,1,249900
44687,for_sale,4,1,0.23,Hinsdale,New Hampshire,3451,1319,7/20/2012,2012,July,0,240000
44688,for_sale,5,4,0.16,Ware,Massachusetts,1082,4341,5/4/2006,2006,May,0,229900
44689,for_sale,4,5,7.81,Hadley,Massachusetts,1035,7000,8/6/1997,1997,August,0,1295000
44691,for_sale,3,1,0.23,Springfield,Massachusetts,1129,876,8/1/2019,2019,August,1,198000
44695,for_sale,4,2,0.17,Chicopee,Massachusetts,1013,2030,12/30/1996,1996,December,1,195500
44697,for_sale,4,1,0.1,Springfield,Massachusetts,1107,1410,3/10/1989,1989,March,1,199919
44700,for_sale,4,2,0.05,Ware,Massachusetts,1082,3396,6/27/2005,2005,June,0,179999
44718,for_sale,2,1,0.25,South Hadley,Massachusetts,1075,800,7/6/2004,2004,July,0,110000
44719,for_sale,3,2,0.25,Holyoke,Massachusetts,1040,4620,12/12/1997,1997,December,1,215000
44720,for_sale,2,1,0.05,Athol,Massachusetts,1331,896,3/5/1999,1999,March,0,69900
44722,for_sale,4,2,0.14,Springfield,Massachusetts,1109,1648,11/20/1979,1979,November,1,269900
44724,for_sale,3,3,3.11,Wilbraham,Massachusetts,1095,2275,6/18/2021,2021,June,0,599000
44727,for_sale,3,1,3.87,West Springfield,Massachusetts,1089,1008,7/14/1989,1989,July,1,375000
44729,for_sale,4,2,1.3,Deerfield,Massachusetts,1373,2032,12/13/1993,1993,December,0,386000
44739,for_sale,3,2,0.5,Amherst,Massachusetts,1002,1128,9/17/1998,1998,September,0,390000
44741,for_sale,5,2,0.38,Northampton,Massachusetts,1060,3364,5/22/1991,1991,May,0,689000
44742,for_sale,2,2,0.11,Springfield,Massachusetts,1104,1224,7/30/2002,2002,July,1,225000
44743,for_sale,4,4,1.59,Deerfield,Massachusetts,1373,3444,5/17/2002,2002,May,0,799000
44748,for_sale,2,2,0.11,Springfield,Massachusetts,1104,1240,6/3/2002,2002,June,1,209000
44749,for_sale,3,1,0.15,Springfield,Massachusetts,1104,1080,5/27/2005,2005,May,1,227000
44750,for_sale,5,2,0.15,Chicopee,Massachusetts,1020,2316,9/28/2020,2020,September,1,289900
44761,for_sale,2,1,0.6,Belchertown,Massachusetts,1007,802,6/26/2009,2009,June,0,169999
44764,for_sale,3,3,0.1,South Hadley,Massachusetts,1075,1781,8/21/2009,2009,August,0,219900
44767,for_sale,2,1,0.15,Easthampton,Massachusetts,1027,1276,11/27/1996,1996,November,1,195000
44768,for_sale,6,3,0.36,Springfield,Massachusetts,1151,3048,12/30/1993,1993,December,1,350000
44773,for_sale,4,2,0.12,Springfield,Massachusetts,1104,1600,11/5/2007,2007,November,1,199900
44775,for_sale,5,2,0.11,Springfield,Massachusetts,1109,1892,6/21/2001,2001,June,1,179900
44778,for_sale,6,3,0.15,Springfield,Massachusetts,1109,3696,12/20/1982,1982,December,1,250000
44784,for_sale,1,1,0.29,Greenfield,Massachusetts,1301,640,3/1/1988,1988,March,0,184900
44785,for_sale,4,2,0.13,Chicopee,Massachusetts,1020,1596,3/21/2007,2007,March,1,249987
44787,for_sale,4,3,0.53,Sturbridge,Massachusetts,1518,2224,6/20/2008,2008,June,0,615000
44789,for_sale,5,4,0.5,West Springfield,Massachusetts,1089,5694,5/15/1987,1987,May,1,725000
44791,for_sale,3,3,0.14,West Brookfield,Massachusetts,1585,2600,7/29/2005,2005,July,0,799900
44803,for_sale,4,2,1,Brimfield,Massachusetts,1010,1765,11/26/2003,2003,November,0,129900
44805,for_sale,4,2,0.12,Holyoke,Massachusetts,1040,1599,1/31/1996,1996,January,1,214900
44807,for_sale,2,1,0.11,Springfield,Massachusetts,1104,944,7/6/2004,2004,July,1,139900
44808,for_sale,3,2,0.62,West Brookfield,Massachusetts,1585,1650,4/16/1999,1999,April,0,329900
44809,for_sale,3,1,0.13,Holyoke,Massachusetts,1040,1456,10/21/2019,2019,October,1,279900
44810,for_sale,2,3,30,Belchertown,Massachusetts,1007,2130,6/27/2013,2013,June,0,330000
44811,for_sale,3,3,1.08,Belchertown,Massachusetts,1007,2360,4/1/2009,2009,April,0,435000
44814,for_sale,5,2,0.85,South Hadley,Massachusetts,1075,1605,2/13/2017,2017,February,0,379900
44815,for_sale,2,1,0.22,Greenfield,Massachusetts,1301,816,4/29/1993,1993,April,0,215000
44817,for_sale,3,1,0.29,Greenfield,Massachusetts,1301,1482,10/31/2001,2001,October,0,275000
44821,for_sale,3,2,0.25,Northampton,Massachusetts,1062,1609,6/29/2004,2004,June,0,425000
44824,for_sale,8,3,0.39,Palmer,Massachusetts,1069,4841,5/11/2015,2015,May,0,335000
44825,for_sale,4,3,0.46,South Hadley,Massachusetts,1075,2108,9/21/2021,2021,September,0,400000
44827,for_sale,4,5,1.02,Granby,Massachusetts,1033,2396,1/9/2015,2015,January,0,500000
44830,for_sale,4,3,0.65,Amherst,Massachusetts,1002,3465,10/3/2006,2006,October,0,865000
44832,for_sale,4,1,0.91,Easthampton,Massachusetts,1027,1404,9/23/2021,2021,September,1,349900
44833,for_sale,6,4,0.16,Chicopee,Massachusetts,1020,2844,12/30/2019,2019,December,1,300000
44835,for_sale,4,2,0.18,Northampton,Massachusetts,1060,2382,8/2/1990,1990,August,0,824900
44836,for_sale,3,1,0.14,Springfield,Massachusetts,1104,1063,6/25/2003,2003,June,1,234900
44837,for_sale,3,1,0.26,Holyoke,Massachusetts,1040,1096,5/10/2019,2019,May,1,289900
44839,for_sale,6,2,0.16,Athol,Massachusetts,1331,3500,4/22/2008,2008,April,0,299000
44850,for_sale,5,3,0.32,Belchertown,Massachusetts,1007,1850,12/14/2012,2012,December,0,299900
44851,for_sale,4,2,0.14,Holyoke,Massachusetts,1040,2040,8/16/2000,2000,August,1,185000
44855,for_sale,3,3,4.08,Barre,Massachusetts,1005,2283,5/31/1996,1996,May,0,449900
44857,for_sale,4,2,3.25,Ware,Massachusetts,1082,2200,5/8/1991,1991,May,0,399000
44858,for_sale,3,2,0.11,Springfield,Massachusetts,1109,1056,7/29/1998,1998,July,1,219900
44859,for_sale,4,1,0.1,Springfield,Massachusetts,1109,1848,4/22/1996,1996,April,1,223500
44863,for_sale,2,1,0.48,Southampton,Massachusetts,1073,1115,9/29/2000,2000,September,0,319000
44865,for_sale,3,1,0.26,Chicopee,Massachusetts,1020,1048,7/18/2005,2005,July,1,199900
44866,for_sale,4,2,0.62,Ludlow,Massachusetts,1056,1988,8/11/2016,2016,August,0,379900
44867,for_sale,4,2,0.15,Palmer,Massachusetts,1069,1922,9/20/2021,2021,September,0,189000
44870,for_sale,4,3,0.9,Wilbraham,Massachusetts,1095,2507,8/1/2005,2005,August,0,475000
44871,for_sale,3,2,0.14,Springfield,Massachusetts,1151,1799,12/14/2021,2021,December,1,299000
44872,for_sale,5,4,1.99,Wilbraham,Massachusetts,1095,6011,10/19/2007,2007,October,0,1150000
44873,for_sale,4,2,0.11,Chicopee,Massachusetts,1013,1872,8/20/2004,2004,August,1,259900
44875,for_sale,3,2,0.16,Springfield,Massachusetts,1104,1284,8/26/2011,2011,August,1,240000
44883,for_sale,6,2,0.56,West Brookfield,Massachusetts,1585,2976,7/28/1998,1998,July,0,289900
44887,for_sale,4,2,0.35,Ware,Massachusetts,1082,1965,7/9/2004,2004,July,0,205000
44888,for_sale,2,2,0.23,South Hadley,Massachusetts,1075,1210,5/21/2004,2004,May,0,199900
44889,for_sale,4,1,0.85,Ware,Massachusetts,1082,1921,6/17/2005,2005,June,0,234900
44893,for_sale,2,1,2.61,Montague,Massachusetts,1351,936,7/23/1987,1987,July,0,270000
44894,for_sale,2,2,0.56,Athol,Massachusetts,1331,1296,6/23/2003,2003,June,0,259900
44896,for_sale,3,3,0.14,Holyoke,Massachusetts,1040,1978,6/24/2009,2009,June,1,289000
44898,for_sale,5,4,0.72,Hadley,Massachusetts,1035,4468,1/6/1998,1998,January,0,995000
44899,for_sale,3,1,0.12,Barre,Massachusetts,1005,1175,12/13/1996,1996,December,0,273900
44902,for_sale,3,3,0.4,Easthampton,Massachusetts,1027,1916,1/25/2008,2008,January,1,449000
44904,for_sale,4,2,0.23,Ludlow,Massachusetts,1056,1420,9/21/1988,1988,September,0,315000
44905,for_sale,8,4,0.14,Greenfield,Massachusetts,1301,4192,9/28/2011,2011,September,0,299900
44906,for_sale,2,1,0.27,Greenfield,Massachusetts,1301,1200,2/17/2006,2006,February,0,235000
44908,for_sale,3,2,0.54,Granby,Massachusetts,1033,1336,8/2/2019,2019,August,0,325000
44911,for_sale,4,3,0.46,Amherst,Massachusetts,1002,2143,6/10/1988,1988,June,0,499900
44915,for_sale,3,2,0.53,Granby,Massachusetts,1033,880,3/19/2018,2018,March,0,299900
44917,for_sale,3,1,0.26,Springfield,Massachusetts,1129,1103,11/20/1986,1986,November,1,259900
44929,for_sale,3,1,0.12,Hinsdale,New Hampshire,3451,1548,3/25/2016,2016,March,0,199000
44931,for_sale,9,10,2.83,Greenfield,Massachusetts,1301,5512,7/1/2004,2004,July,0,945000
44934,for_sale,3,1,0.73,Palmer,Massachusetts,1069,1250,6/12/1987,1987,June,0,269900
44936,for_sale,4,2,0.59,Hadley,Massachusetts,1035,2394,6/8/2018,2018,June,0,439500
44938,for_sale,4,4,0.22,Athol,Massachusetts,1331,2954,2/14/2007,2007,February,0,314900
44939,for_sale,5,5,2,Bernardston,Massachusetts,1337,4500,8/11/2005,2005,August,0,1125000
44940,for_sale,4,2,0.18,Springfield,Massachusetts,1119,1596,9/16/2005,2005,September,1,279900
44941,for_sale,4,2,0.49,Amherst,Massachusetts,1002,1814,6/30/1997,1997,June,0,415000
44947,for_sale,3,1,0.17,Springfield,Massachusetts,1109,1085,1/21/2022,2022,January,1,219900
44949,for_sale,2,1,0.5,Northampton,Massachusetts,1062,1072,9/9/1999,1999,September,0,399999
